y,x,alpha,beta,adf_p,half_life,corr,crossings,mu,sd,same_sector,sector_y,sector_x,trade_start
TITAN,POWERGRID,0.6271612111353797,1.1973145685018527,5.399246072838674e-07,7.127011681864346,0.9571764583177851,35,2.2051731399168455e-15,0.06111234373713404,False,Consumer,Utilities,2016-02-08
HDFCBANK,MARUTI,2.2041947408051605,0.4855581034920763,4.897589791793446e-05,10.572246738612339,0.9857248591353143,27,1.63443626651695e-14,0.03651541375482711,False,Bank,Auto,2016-02-08
TATACONSUM,HINDALCO,3.760284142735955,0.23767305883780976,5.492132151449406e-05,10.88347470918007,0.7728632008372945,23,-6.326508981594146e-15,0.04904446845200694,False,Consumer,Metals & Mining,2016-02-08
KOTAKBANK,HDFCBANK,-1.9849834134135056,1.3669617956385332,8.15103485052132e-05,11.785067636895695,0.9855631733239646,24,4.363705164407639e-14,0.050930287052537083,True,Bank,Bank,2016-02-08
GRASIM,POWERGRID,2.6606066203183714,0.8260302100443728,8.321051611333947e-05,10.75768207300772,0.9512767073141613,23,-9.410461827775136e-15,0.04518280738843838,False,Cement,Utilities,2016-02-08
KOTAKBANK,INDUSINDBK,0.5787495073012038,0.8776264090795372,0.00011364290939334823,11.941627143481236,0.9851525174009707,16,3.645760941816705e-14,0.051644223262414655,True,Bank,Bank,2016-02-08
ASIANPAINT,HDFCBANK,-0.6289092393897908,1.1730545717579426,0.00018336949454357567,12.329985464453978,0.9740431643843972,25,-2.927346783553971e-14,0.059124937901579695,False,Consumer,Bank,2016-02-08
KOTAKBANK,ASIANPAINT,-0.9930338557035716,1.1246245190938629,0.00021756604537226805,12.476932123427199,0.9765076537899978,26,-2.7858961463424696e-14,0.06482027131644676,False,Bank,Consumer,2016-02-08
GRASIM,TITAN,2.4837469896750566,0.6448755752458828,0.0002572163875491789,11.651261149319213,0.9289730573984646,29,3.7565482764433206e-14,0.05424005333594375,False,Cement,Consumer,2016-02-08
HDFCBANK,SHREECEM,1.4687709059615375,0.5099591691071993,4.547902918949417e-08,6.337412624269715,0.9886506617850758,34,2.6808655236953912e-14,0.03188334404842516,False,Bank,Cement,2016-05-13
TITAN,POWERGRID,0.7430447197640786,1.1688444332667816,4.329079717050926e-06,7.71214844862009,0.9531567455130714,33,3.227283226079688e-14,0.06272586274221019,False,Consumer,Utilities,2016-05-13
SHREECEM,BPCL,4.192638108797178,0.9755656778317,8.122156646401381e-05,11.68737538878962,0.9842238852343398,27,4.604194744450782e-14,0.0727951036106875,False,Cement,Energy,2016-05-13
M&M,IOC,4.133343391907969,0.5464525484993604,9.764209537048119e-05,14.296930749285858,0.9086625638763072,24,2.973752931144123e-14,0.0668386572233262,False,Auto,Energy,2016-05-13
KOTAKBANK,ASIANPAINT,-0.722467725535918,1.081963829889425,0.00019375264648106795,12.721635702639393,0.9738930487751029,24,-5.520686788376797e-14,0.06572495147777659,False,Bank,Consumer,2016-05-13
HDFCBANK,BAJAJFINSV,2.54487279975993,0.49482001210831633,0.0002066912104891953,14.116824172619197,0.9723781074435082,21,-2.6904992049672708e-14,0.049536024491866386,False,Bank,NBFC,2016-05-13
KOTAKBANK,SHREECEM,0.10424612869098507,0.6881340008879562,0.0002369956392202711,13.641395469416437,0.9778887142458075,21,1.675673121717313e-14,0.060547792128201654,False,Bank,Cement,2016-05-13
HINDUNILVR,KOTAKBANK,2.3777585615454524,0.6553312886741358,0.0002620417060324148,15.280577464827099,0.951555223231964,18,-1.3923019116225111e-14,0.061309982862254246,False,Consumer,Bank,2016-05-13
