time,open,high,low,close,,,,,,,,,,,,,,,,,,,,,,,,Chars,Chars,Shapes,Shapes,PP SuperTrend,Plot,Buy,Sell,Plot,Plot,Volume,Volume MA,HV
1284608700,19.43,20.09,17.969999,18.85,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.21258921
1284695100,18.85,19.49,16.51,19.49,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.05985451
1284954300,19.49,21.969999,17.85,21.950001,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102.0009463
1285040700,21.950001,24.299999,20.940001,22.629999,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90.75325449
1285127100,22.629999,24.35,20.610001,24.290001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.48475942
1285213500,24.290001,24.459999,20.709999,23.9,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.8456729
1285299900,23.9,23.9,21.58,21.709999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123.1562337
1285559100,21.709999,22.82,20.469999,22.360001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.7371723
1285645500,22.360001,22.42,20.85,21.209999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.7383362
1285731900,21.209999,22.57,18.799999,22.16,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.7539924
1285818300,22.16,22.950001,19.049999,22.25,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,110.6250727
1285904700,22.25,22.25,20.209999,21.43,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.1084286
1286163900,21.43,22.879999,21.43,22.799999,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.67926417
1286250300,22.799999,23.01,21.809999,22.17,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.59797223
1286336700,22.17,22.17,20.59,21.73,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.05633847
1286423100,21.73,22.780001,19.33,22.450001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.48545069
1286509500,22.450001,22.450001,21.030001,21.4,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.89517069
1286768700,21.4,21.76,19.67,21.200001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.30334824
1286855100,21.200001,22.219999,20.5,20.51,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.35403974
1286941500,20.51,20.51,19.01,20.02,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.04515783
1287027900,20.02,20.99,18.139999,20.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.58255904
1287114300,20.6,22.67,17.799999,22.65,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.71272834
1287373500,22.65,23.99,21.969999,22.35,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.05118628
1287459900,22.35,23.23,20.58,23.23,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.29139165
1287546300,23.23,23.860001,21.92,23.799999,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.29660988
1287632700,23.799999,23.799999,21.92,22.190001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.60661233
1287719100,22.190001,22.440001,20.42,21.610001,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.23171852
1287978300,21.610001,22.040001,20.67,21.360001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.34239719
1288064700,21.360001,21.6,18.469999,20.549999,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.21411375
1288151100,20.549999,21.76,20.09,21.02,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.54641209
1288237500,21.02,21.219999,20.280001,20.52,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.54643445
1288323900,20.52,22,20.030001,20.76,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.29815293
1288583100,20.76,21.190001,20.309999,20.92,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.90994688
1288669500,20.92,21.860001,19.43,21.25,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.90146092
1288755900,21.25,21.66,19.23,21.530001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.81432796
1288842300,21.530001,21.530001,19.26,19.360001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.08690581
1288928700,19.360001,19.43,17.709999,19.219999,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.6660978
1289187900,19.219999,20.120001,17.49,19.610001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.01343565
1289274300,19.610001,19.780001,17.17,18.75,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.03766697
1289360700,18.75,19.26,16.450001,19.08,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.27314695
1289447100,19.08,19.91,16.379999,19.360001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.85593528
1289533500,19.360001,22.41,17.629999,21.629999,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.03291935
1289792700,21.629999,22.48,19.26,20.25,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.748498
1289879100,20.25,22.42,17.52,21.129999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,109.5619711
1290051900,21.129999,22.82,17.59,20.620001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,109.964803
1290138300,20.620001,21.91,18.41,21.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.59763236
1290397500,21.6,21.85,19.440001,19.93,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.4691971
1290483900,19.93,24.950001,19.4,23.26,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136.6552134
1290570300,23.26,24.950001,20.950001,24.68,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.3989751
1290656700,24.68,24.68,21.120001,21.629999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161.0950546
1290743100,21.629999,23.84,20.1,22.58,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162.0458016
1291002300,22.58,22.889999,21.309999,21.309999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,154.4379095
1291088700,21.309999,22.219999,20.639999,20.709999,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.1735035
1291175100,20.709999,20.709999,19.08,19.200001,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,153.8411967
1291261500,19.200001,19.51,17.559999,18.799999,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,153.734274
1291347900,18.799999,19.280001,17.139999,18.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.6148412
1291607100,18.6,19.370001,17.459999,19.370001,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.3157653
1291693500,19.370001,19.790001,17.75,19.24,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.8959691
1291779900,19.24,20.950001,18.209999,20.43,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.0983108
1291866300,20.43,23.01,18.219999,22.6,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.3570179
1291952700,22.6,22.860001,21.43,21.629999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.5107163
1292211900,21.629999,23.719999,20.139999,22.57,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.40019572
1292298300,22.57,22.83,21.290001,21.459999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.9536258
1292384700,21.459999,22.09,20.67,21.42,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.80749752
1292471100,21.42,21.6,19.940001,20.24,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.64919771
1292816700,20.24,21.879999,20.24,20.780001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.44705876
1292903100,20.780001,20.780001,18.75,19.77,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.27963996
1292989500,19.77,20.059999,18.67,19.559999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.43413604
1293075900,19.559999,19.780001,18.809999,19.030001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.06593761
1293162300,19.030001,19.309999,17.620001,17.65,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.12717777
1293421500,17.65,18.690001,17.049999,18.450001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.10961928
1293507900,18.450001,18.83,17.889999,18.129999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.7301297
1293594300,18.129999,18.32,17.129999,17.129999,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.77250908
1293680700,17.129999,17.98,16.48,17.02,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.32551371
1293767100,17.02,17.049999,16.34,16.559999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.09119249
1294026300,16.559999,17.1,15.28,16.99,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.91398418
1294112700,16.99,17.52,15.76,17.030001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.09487012
1294199100,17.030001,18.43,16.799999,17.879999,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.82712597
1294285500,17.879999,18.870001,16.690001,18.200001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.24046596
1294371900,18.200001,20.870001,17.639999,20.82,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.50934346
1294631100,20.82,23.24,19.610001,23.16,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.9571427
1294717500,23.16,24.110001,21.73,22.33,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.0464951
1294803900,22.33,23.76,20.440001,21.41,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.5712624
1294890300,21.41,23.49,21.15,23.15,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,110.2122869
1294976700,23.15,24.059999,20.99,23.809999,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103.9337047
1295235900,23.809999,25.52,23.57,23.57,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.2435852
1295322300,23.57,23.639999,21.440001,21.459999,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.1103342
1295408700,21.459999,21.84,20.6,21.09,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.8852188
1295495100,21.09,21.77,20.059999,21.01,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.3966202
1295581500,21.01,21.49,19.059999,21.030001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.5943124
1295840700,21.030001,21.139999,20.1,20.17,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83.37767798
1295927100,20.17,21.1,18.93,20.780001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.42967565
1296099900,20.780001,22.27,19.08,22.09,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90.38520974
1296186300,22.09,23.790001,21.74,22.58,,,,,,,,,,,,,,,,,,,,,,,,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.29256059
1296445500,22.58,24.67,22.58,23.41,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.55590044
1296531900,23.41,24.690001,21.67,23.73,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.79828364
1296618300,23.73,23.73,21.65,23.52,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.67755562
1296704700,23.52,23.540001,22.459999,22.690001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.90922539
1296791100,22.690001,24.77,21.959999,24.41,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.34423499
1297050300,24.41,25.440001,23.59,24.690001,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.82056931
1297136700,24.690001,25.32,23.17,24.74,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.15582583
1297223100,24.74,26.030001,24.530001,25.24,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.84986036
1297309500,25.24,26.110001,23.92,24.82,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.49389501
1297395900,24.82,24.84,21.860001,23.469999,,,,,,,,,,,,,,,,,,,,,,,,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.15582943
1297655100,23.469999,23.690001,21.559999,22.58,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.73396965
1297741500,22.58,23.43,20.76,22.85,,,,,,,,,,,,,,,,,,,,,,,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.58194287
